Time,nC,r5,r6,nCmfe5,ac,ac5,zz,zz5,fe,fe5,bay5,bay5l,bay6,bay6l,other,growth rate,fR5,bifurcations
0.00049049049049,24.3333333333,0.166666666667,7.0,24.0,0.0,0.0,5.83333333333,0.333333333333,5.66666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,1332.0,0.0,0.0
0.000495495495495,24.3333333333,0.166666666667,7.0,24.0,0.0,0.0,5.83333333333,0.333333333333,5.66666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,1065.6,0.0,0.0
0.000500500500501,24.3333333333,0.166666666667,7.0,24.0,0.0,0.0,5.83333333333,0.333333333333,5.66666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,1065.6,0.0,0.0
0.000505505505506,24.4,0.2,7.0,24.0,0.0,0.0,5.8,0.4,5.6,0.2,0.0,0.0,0.0,0.0,0.0,666.0,0.0,0.0
0.000510510510511,24.3333333333,0.166666666667,7.0,24.0,0.0,0.0,5.83333333333,0.333333333333,5.66666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,666.0,0.0,0.0
0.000515515515516,24.4,0.2,7.0,24.0,0.0,0.0,5.8,0.4,5.6,0.2,0.0,0.0,0.0,0.0,0.0,666.0,0.0,0.0
0.000520520520521,24.5333333333,0.266666666667,7.0,24.0,0.0,0.0,5.73333333333,0.533333333333,5.46666666667,0.266666666667,0.0,0.0,0.0,0.0,0.0,399.6,0.0,0.0
0.000525525525526,24.6666666667,0.333333333333,7.0,24.0,0.0,0.0,5.66666666667,0.666666666667,5.33333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,399.6,0.0,0.0
0.000530530530531,24.6666666667,0.333333333333,7.0,24.0,0.0,0.0,5.66666666667,0.666666666667,5.33333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,399.6,0.0,0.0
0.000535535535536,24.6666666667,0.333333333333,7.0,24.0,0.0,0.0,5.66666666667,0.666666666667,5.33333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,266.4,0.0,0.0
0.000540540540541,24.7333333333,0.366666666667,7.0,24.0,0.0,0.0,5.63333333333,0.733333333333,5.26666666667,0.366666666667,0.0,0.0,0.0,0.0,0.0,399.6,0.0,0.0
0.000545545545546,24.7333333333,0.366666666667,7.0,24.0,0.0,0.0,5.63333333333,0.733333333333,5.26666666667,0.366666666667,0.0,0.0,0.0,0.0,0.0,133.2,0.0,0.0
0.000550550550551,24.7333333333,0.366666666667,7.0,24.0,0.0,0.0,5.63333333333,0.733333333333,5.26666666667,0.366666666667,0.0,0.0,0.0,0.0,0.0,266.4,0.0,0.0
0.000555555555556,24.7333333333,0.366666666667,7.0,24.0,0.0,0.0,5.63333333333,0.733333333333,5.26666666667,0.366666666667,0.0,0.0,0.0,0.0,0.0,133.2,0.0,0.0
0.000560560560561,24.7333333333,0.366666666667,7.0,24.0,0.0,0.0,5.63333333333,0.733333333333,5.26666666667,0.366666666667,0.0,0.0,0.0,0.0,0.0,133.2,0.0,0.0
0.000565565565566,24.7333333333,0.366666666667,7.0,24.0,0.0,0.0,5.63333333333,0.733333333333,5.26666666667,0.366666666667,0.0,0.0,0.0,0.0,0.0,133.2,0.0,0.0
0.000570570570571,24.7333333333,0.366666666667,7.0,24.0,0.0,0.0,5.63333333333,0.733333333333,5.26666666667,0.366666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000575575575576,24.7333333333,0.366666666667,7.0,24.0,0.0,0.0,5.63333333333,0.733333333333,5.26666666667,0.366666666667,0.0,0.0,0.0,0.0,0.0,-133.2,0.0,0.0
0.000580580580581,24.8666666667,0.433333333333,7.0,24.0,0.0,0.0666666666667,5.56666666667,0.733333333333,5.2,0.433333333333,0.0,0.0,0.0,0.0,0.0,-133.2,0.0,0.0
0.000585585585586,24.8666666667,0.433333333333,7.0,24.0,0.0,0.0666666666667,5.56666666667,0.733333333333,5.2,0.433333333333,0.0,0.0,0.0,0.0,0.0,-133.2,0.0,0.0
0.000590590590591,24.7333333333,0.366666666667,7.0,24.0,0.0,0.0666666666667,5.63333333333,0.6,5.33333333333,0.366666666667,0.0,0.0,0.0,0.0,0.0,-133.2,0.0,0.0
0.000595595595596,24.7333333333,0.366666666667,7.0,24.0,0.0,0.0666666666667,5.63333333333,0.6,5.33333333333,0.366666666667,0.0,0.0,0.0,0.0,0.0,266.4,0.0,0.0
0.000600600600601,24.7333333333,0.366666666667,7.0,24.0,0.0,0.0666666666667,5.63333333333,0.6,5.33333333333,0.366666666667,0.0,0.0,0.0,0.0,0.0,266.4,0.0,0.0
0.000605605605606,24.6,0.3,7.0,24.0,0.0,0.0,5.7,0.6,5.4,0.3,0.0,0.0,0.0,0.0,0.0,266.4,0.0,0.0
0.000610610610611,24.6,0.3,7.0,24.0,0.0,0.0,5.7,0.6,5.4,0.3,0.0,0.0,0.0,0.0,0.0,266.4,0.0,0.0
0.000615615615616,24.6,0.3,7.0,24.0,0.0,0.0,5.7,0.6,5.4,0.3,0.0,0.0,0.0,0.0,0.0,266.4,0.0,0.0
0.000620620620621,24.6,0.3,7.0,24.0,0.0,0.0,5.7,0.6,5.4,0.3,0.0,0.0,0.0,0.0,0.0,266.4,0.0,0.0
0.000625625625626,24.6,0.3,7.0,24.0,0.0,0.0,5.7,0.6,5.4,0.3,0.0,0.0,0.0,0.0,0.0,532.8,0.0,0.0
0.000630630630631,24.6,0.3,7.0,24.0,0.0,0.0,5.7,0.6,5.4,0.3,0.0,0.0,0.0,0.0,0.0,532.8,0.0,0.0
0.000635635635636,24.6,0.3,7.0,24.0,0.0,0.0,5.7,0.6,5.4,0.3,0.0,0.0,0.0,0.0,0.0,799.2,0.0,0.0
0.000640640640641,24.6,0.3,7.0,24.0,0.0,0.0,5.7,0.6,5.4,0.3,0.0,0.0,0.0,0.0,0.0,666.0,0.0,0.0
0.000645645645646,24.5333333333,0.266666666667,7.0,24.0,0.0,0.0,5.73333333333,0.533333333333,5.46666666667,0.266666666667,0.0,0.0,0.0,0.0,0.0,532.8,0.0,0.0
